C123Merged_EnvSNO,C123_Plot_SNO,PlotID_New,PSUID,PSU,Cluster,Plot_Pt,Cycle_PlotSNO,Cycle,Cycle_Year,X_NAD83,Y_NAD83,SampDate,Class,Soil_Dep_cm,WD_1_cm,WD_2_cm,WD_3_cm,WD_mean_cm,EDEN_WSE,EDEN_based_elev_cm,CLAJAM_ht_cm,PlotSamp_YN
206,232,P00136_C,P001,1,36,C,206,C1,Yr1,566485.5,2942335.3,9/18/2009,Ridge,,24,,,24,468,444,200,
207,233,P00136_E,P001,1,36,E,207,C1,Yr1,566494,2942338.3,9/18/2009,Tree Island,,14,,,14,468,454,200,
208,234,P00137_C,P001,1,37,C,208,C1,Yr1,566366,2942333.6,9/18/2009,Ridge,,22,,,22,468,446,0,
209,235,P00137_E,P001,1,37,E,209,C1,Yr1,566372.6,2942335.9,9/18/2009,Ridge,,23,,,23,468,445,100,
210,236,P00138_C,P001,1,38,C,210,C1,Yr1,566425.9,2942298.5,9/18/2009,Tree Island,,20,,,20,468,448,0,
211,237,P00138_E,P001,1,38,E,211,C1,Yr1,566428.8,2942299.5,9/18/2009,Tree Island,,19,,,19,468,449,200,
212,238,P00139_C,P001,1,39,C,212,C1,Yr1,566414.7,2942362.7,9/18/2009,Ridge,,22,,,22,468,446,200,
213,239,P00139_E,P001,1,39,E,213,C1,Yr1,566426,2942366.6,9/18/2009,Tree Island,,26,,,26,468,442,300,
214,240,P00140_C,P001,1,40,C,214,C1,Yr1,566426.5,2942571,9/18/2009,Tree Island,,27,,,27,468,441,200,
215,241,P00140_E,P001,1,40,E,215,C1,Yr1,566433.1,2942573.2,9/18/2009,Ridge,,17,,,17,468,451,300,
216,242,P00141_C,P001,1,41,C,216,C1,Yr1,566488.6,2942695.3,9/18/2009,Slough,,30,,,30,468,438,0,
217,243,P00141_E,P001,1,41,E,217,C1,Yr1,566498,2942698.6,9/18/2009,Slough,,39,,,39,468,429,0,
218,245,P00142_C,P001,1,42,C,218,C1,Yr1,566381.1,2942692.6,9/18/2009,Slough,,35,,,35,468,433,0,
219,246,P00142_E,P001,1,42,E,219,C1,Yr1,566387.7,2942694.8,9/18/2009,Slough,,34,,,34,468,434,0,
220,248,P00143_C,P001,1,43,C,220,C1,Yr1,566444.3,2942779.3,9/18/2009,Ridge,,28,,,28,468,440,300,
221,249,P00143_E,P001,1,43,E,221,C1,Yr1,566453.8,2942782.5,9/18/2009,Ridge,,28,,,28,468,440,200,
222,251,P00144_C,P001,1,44,C,222,C1,Yr1,566511.2,2942551.5,9/18/2009,Ridge,,18,,,18,468,450,200,
223,252,P00144_E,P001,1,44,E,223,C1,Yr1,566523.5,2942555.7,9/18/2009,Ridge,,18,,,18,468,450,200,
224,253,P00145_C,P001,1,45,C,224,C1,Yr1,566457.8,2942494.7,9/18/2009,Tree Island,,32,,,32,468,436,0,
225,254,P00145_E,P001,1,45,E,225,C1,Yr1,566466.3,2942497.6,9/18/2009,Slough,,16,,,16,468,452,300,
226,256,P00146_C,P001,1,46,C,226,C1,Yr1,566300.6,2942656.7,9/18/2009,Slough,,30,,,30,468,438,0,
227,257,P00146_E,P001,1,46,E,227,C1,Yr1,566302.5,2942657.3,9/18/2009,Slough,,33,,,33,468,435,0,
228,259,P00147_C,P001,1,47,C,228,C1,Yr1,566541.2,2942541.6,9/18/2009,Ridge,,30,,,30,468,438,200,
229,260,P00147_E,P001,1,47,E,229,C1,Yr1,566549.7,2942544.6,9/18/2009,Slough,,33,,,33,468,435,0,
230,261,P00148_C,P001,1,48,C,230,C1,Yr1,566520.3,2942537.1,9/18/2009,Ridge,,21,,,21,468,447,300,
231,262,P00148_E,P001,1,48,E,231,C1,Yr1,566529.7,2942540.4,9/18/2009,Ridge,,28,,,28,468,440,200,
232,263,P00149_C,P001,1,49,C,232,C1,Yr1,566441.5,2942757.1,9/18/2009,Slough,,32,,,32,468,436,0,
233,264,P00149_E,P001,1,49,E,233,C1,Yr1,566447.1,2942759.1,9/18/2009,Slough,,36,,,36,468,432,0,
234,266,P00150_C,P001,1,50,C,234,C1,Yr1,566454.7,2942699.6,9/18/2009,Ridge,,31,,,31,468,437,200,
235,267,P00150_E,P001,1,50,E,235,C1,Yr1,566466.1,2942703.5,9/18/2009,Ridge,,30,,,30,468,438,200,
236,268,P00151_C,P001,1,51,C,236,C1,Yr1,567117.9,2942490.4,9/18/2009,Slough,,38,,,38,468,430,0,
237,269,P00151_E,P001,1,51,E,237,C1,Yr1,567120.8,2942491.4,9/18/2009,Slough,,38,,,38,468,430,0,
238,271,P00152_C,P001,1,52,C,238,C1,Yr1,567130.2,2942625.6,9/18/2009,Slough,,35,,,35,468,433,0,
239,272,P00152_E,P001,1,52,E,239,C1,Yr1,567136.8,2942627.9,9/18/2009,Slough,,40,,,40,468,428,0,
240,274,P00153_C,P001,1,53,C,240,C1,Yr1,567104.5,2942772.8,9/18/2009,Ridge,,29,,,29,468,439,200,
241,275,P00153_E,P001,1,53,E,241,C1,Yr1,567111.1,2942775,9/18/2009,Ridge,,29,,,29,468,439,300,
242,276,P00154_C,P001,1,54,C,242,C1,Yr1,567185.3,2942548.4,9/18/2009,Slough,,32,,,32,468,436,100,
243,277,P00154_E,P001,1,54,E,243,C1,Yr1,567189.1,2942549.7,9/18/2009,Tree Island,,11,,,11,468,457,300,
244,279,P00155_C,P001,1,55,C,244,C1,Yr1,567151.3,2942578.1,9/18/2009,Ridge,,28,,,28,468,440,300,
245,280,P00155_E,P001,1,55,E,245,C1,Yr1,567159.8,2942581,9/18/2009,Slough,,35,,,35,468,433,0,
246,282,P00156_C,P001,1,56,C,246,C1,Yr1,567088.5,2942782.7,9/18/2009,Ridge,,26,,,26,468,442,300,
247,283,P00156_E,P001,1,56,E,247,C1,Yr1,567098.9,2942786.2,9/18/2009,Slough,,32,,,32,468,436,0,
248,285,P00157_C,P001,1,57,C,248,C1,Yr1,567082.6,2942771.5,9/18/2009,Ridge,,33,,,33,468,435,100,
249,286,P00157_E,P001,1,57,E,249,C1,Yr1,567092.1,2942774.8,9/18/2009,Ridge,,28,,,28,468,440,300,
250,287,P00158_C,P001,1,58,C,250,C1,Yr1,567070.9,2942540,9/18/2009,Ridge,,27,,,27,468,441,200,
251,288,P00158_E,P001,1,58,E,251,C1,Yr1,567081.3,2942543.6,9/18/2009,Slough,,34,,,34,468,434,0,
252,290,P00159_C,P001,1,59,C,252,C1,Yr1,566994.2,2942730.1,9/18/2009,Slough,,38,,,38,468,430,0,
253,291,P00159_E,P001,1,59,E,253,C1,Yr1,566995.2,2942730.4,9/18/2009,Slough,,33,,,33,468,435,0,
254,293,P00160_C,P001,1,60,C,254,C1,Yr1,567201.3,2942552.9,9/18/2009,Slough,,36,,,36,468,432,0,
255,294,P00160_E,P001,1,60,E,255,C1,Yr1,567210.7,2942556.1,9/18/2009,Slough,,33,,,33,468,435,0,
256,295,P00161_C,P001,1,61,C,256,C1,Yr1,565919.9,2943111,9/18/2009,Ridge,,29,,,29,468,439,200,
257,296,P00161_E,P001,1,61,E,257,C1,Yr1,565922.7,2943112,9/18/2009,Slough,,28,,,28,468,440,0,
258,298,P00162_C,P001,1,62,C,258,C1,Yr1,565924.7,2943143.2,9/18/2009,Ridge,,26,,,26,468,442,200,
259,299,P00162_E,P001,1,62,E,259,C1,Yr1,565927.5,2943144.2,9/18/2009,Ridge,,27,,,27,468,441,200,
260,301,P00163_C,P001,1,63,C,260,C1,Yr1,565925,2943275,9/18/2009,Ridge,,25,,,25,468,443,200,
261,302,P00163_E,P001,1,63,E,261,C1,Yr1,565931.6,2943277.3,9/18/2009,Ridge,,24,,,24,468,444,200,
262,303,P00164_C,P001,1,64,C,262,C1,Yr1,565968.1,2943425.9,9/18/2009,Ridge,,28,,,28,468,440,200,
263,304,P00164_E,P001,1,64,E,263,C1,Yr1,565976.6,2943428.8,9/18/2009,Ridge,,27,,,27,468,441,200,
264,305,P00165_C,P001,1,65,C,264,C1,Yr1,565782.8,2943237.7,9/18/2009,Ridge,,24,,,24,468,444,300,
265,306,P00165_E,P001,1,65,E,265,C1,Yr1,565791.6,2943247.5,9/18/2009,Ridge,,18,,,18,468,450,200,
266,307,P00166_C,P001,1,66,C,266,C1,Yr1,565809.7,2943049.6,9/18/2009,Ridge,,18,,,18,468,450,100,
267,308,P00166_E,P001,1,66,E,267,C1,Yr1,565812.3,2943052.4,9/18/2009,Ridge,,19,,,19,468,449,200,
268,309,P00167_C,P001,1,67,C,268,C1,Yr1,566005.6,2943290.9,9/18/2009,Ridge,,27,,,27,468,441,200,
269,310,P00167_E,P001,1,67,E,269,C1,Yr1,566008,2943293.7,9/18/2009,Tree Island,,20,,,20,468,448,200,
270,311,P00168_C,P001,1,68,C,270,C1,Yr1,565936.6,2943165.9,9/18/2009,Ridge,,22,,,22,468,446,200,
271,312,P00168_E,P001,1,68,E,271,C1,Yr1,565937.6,2943167,9/18/2009,Ridge,,25,,,25,468,443,100,
272,313,P00169_C,P001,1,69,C,272,C1,Yr1,565854.7,2943016.6,9/18/2009,Ridge,,21,,,21,468,447,100,
273,314,P00169_E,P001,1,69,E,273,C1,Yr1,565862.9,2943025.8,9/18/2009,Ridge,,18,,,18,468,450,200,
274,315,P00170_C,P001,1,70,C,274,C1,Yr1,566025.8,2943226.8,9/18/2009,Slough,,28,,,28,468,440,0,
275,316,P00170_E,P001,1,70,E,275,C1,Yr1,566029.3,2943230.7,9/18/2009,Slough,,27,,,27,468,441,0,
276,317,P00171_C,P001,1,71,C,276,C1,Yr1,566358.6,2943180.9,9/18/2009,Slough,,34,,,34,468,434,0,
277,318,P00171_E,P001,1,71,E,277,C1,Yr1,566367.8,2943191.2,9/18/2009,Slough,,34,,,34,468,434,0,
278,320,P00172_C,P001,1,72,C,278,C1,Yr1,566325,2943330.2,9/18/2009,Slough,,26,,,26,468,442,200,
279,321,P00172_E,P001,1,72,E,279,C1,Yr1,566333.1,2943339.3,9/18/2009,Ridge,,32,,,32,468,436,0,
280,322,P00173_C,P001,1,73,C,280,C1,Yr1,566150.1,2943271.7,9/18/2009,Ridge,,23,,,23,468,445,200,
281,323,P00173_E,P001,1,73,E,281,C1,Yr1,566154.1,2943276.3,9/18/2009,Tree Island,,23,,,23,468,445,100,
282,324,P00174_C,P001,1,74,C,282,C1,Yr1,566234.5,2943121.5,9/18/2009,Slough,,32,,,32,468,436,100,
283,325,P00174_E,P001,1,74,E,283,C1,Yr1,566238.6,2943126.2,9/18/2009,Ridge,,33,,,33,468,435,0,
284,327,P00175_C,P001,1,75,C,284,C1,Yr1,566189.1,2943227.6,9/18/2009,Ridge,,23,,,23,468,445,200,
285,328,P00175_E,P001,1,75,E,285,C1,Yr1,566198.8,2943238.5,9/18/2009,Ridge,,25,,,25,468,443,0,
286,329,P00176_C,P001,1,76,C,286,C1,Yr1,566328.1,2943298.1,9/18/2009,Ridge,,26,,,26,468,442,100,
287,330,P00176_E,P001,1,76,E,287,C1,Yr1,566336.6,2943307.7,9/18/2009,Ridge,,19,,,19,468,449,200,
288,331,P00177_C,P001,1,77,C,288,C1,Yr1,566319.9,2943161.9,9/18/2009,Slough,,30,,,30,468,438,0,
289,332,P00177_E,P001,1,77,E,289,C1,Yr1,566328.6,2943171.6,9/18/2009,Slough,,34,,,34,468,434,100,
290,334,P00178_C,P001,1,78,C,290,C1,Yr1,566304.5,2943430.9,9/18/2009,Ridge,,34,,,34,468,434,100,
291,335,P00178_E,P001,1,78,E,291,C1,Yr1,566305.7,2943432.2,9/18/2009,Ridge,,33,,,33,468,435,100,
292,336,P00179_C,P001,1,79,C,292,C1,Yr1,566362.1,2943271.7,9/18/2009,Slough,,28,,,28,468,440,0,
293,337,P00179_E,P001,1,79,E,293,C1,Yr1,566365.4,2943275.5,9/18/2009,Slough,,34,,,34,468,434,0,
294,339,P00180_C,P001,1,80,C,294,C1,Yr1,566308.5,2943238.2,9/18/2009,Ridge,,29,,,29,468,439,200,
295,340,P00180_E,P001,1,80,E,295,C1,Yr1,566316.1,2943246.7,9/18/2009,Ridge,,33,,,33,468,435,100,
296,341,P00187_C,P001,1,87,C,296,C1,Yr1,566687.9,2943429.6,9/18/2009,Slough,,38,,,38,468,430,200,
297,342,P00187_E,P001,1,87,E,297,C1,Yr1,566693.4,2943435.8,9/18/2009,Tree Island,,22,,,22,468,446,200,
298,343,P00189_C,P001,1,89,C,298,C1,Yr1,566824.1,2943644.1,9/18/2009,Wet Prairie,,37,,,37,468,431,0,
299,344,P00189_E,P001,1,89,E,299,C1,Yr1,566828.8,2943649.4,9/18/2009,Slough,,38,,,38,468,430,0,
300,346,P00201_C,P002,2,1,C,300,C1,Yr1,524911.5,2859796,11/24/2009,Slough,,68,,,68,253,185,,
301,347,P00201_E,P002,2,1,E,301,C1,Yr1,524930.2,2859799.6,11/24/2009,Slough,,68,,,68,253,185,,
302,348,P00201_N,P002,2,1,N,302,C1,Yr1,524907.3,2859817.6,11/24/2009,Slough,,71,,,71,253,182,,
303,349,P00203_C,P002,2,3,C,303,C1,Yr1,524776.4,2860776.9,11/24/2009,Ridge,,40,,,40,254,214,200,
304,350,P00203_E,P002,2,3,E,304,C1,Yr1,524803.9,2860782.3,11/24/2009,Ridge,,46,,,46,254,208,200,
305,351,P00203_N,P002,2,3,N,305,C1,Yr1,524771.9,2860800.5,11/24/2009,Ridge,,44,,,44,254,210,200,
306,352,P00204_C,P002,2,4,C,306,C1,Yr1,525975.8,2860758.2,11/24/2009,Ridge,,54,,,54,254,200,200,
307,353,P00204_E,P002,2,4,E,307,C1,Yr1,526000.3,2860763,11/24/2009,Slough,,52,,,52,253,201,,
308,354,P00204_N,P002,2,4,N,308,C1,Yr1,525971,2860782.7,11/24/2009,Ridge/Slough,,34,,,34,254,220,100,
309,355,P00205_C,P002,2,5,C,309,C1,Yr1,524689.7,2861614,11/24/2009,Slough,,57,,,57,254,197,,
310,356,P00205_E,P002,2,5,E,310,C1,Yr1,524700.5,2861616.1,11/24/2009,Slough,,61,,,61,254,193,,
311,357,P00205_N,P002,2,5,N,311,C1,Yr1,524686.8,2861628.7,11/24/2009,Slough,,57,,,57,254,197,,
312,358,P00206_C,P002,2,6,C,312,C1,Yr1,524961.7,2859789.4,11/24/2009,Slough,,61,,,61,253,192,,
313,359,P00206_E,P002,2,6,E,313,C1,Yr1,524981.3,2859793.3,11/24/2009,Slough,,59,,,59,253,194,,
314,360,P00206_N,P002,2,6,N,314,C1,Yr1,524957.3,2859812,11/24/2009,Slough,,67,,,67,253,186,,
315,361,P00207_C,P002,2,7,C,315,C1,Yr1,525020.8,2859766.3,11/23/2009,Ridge,,40,,,40,253,213,200,
316,362,P00207_E,P002,2,7,E,316,C1,Yr1,525048.3,2859771.6,11/24/2009,Ridge,,36,,,36,253,217,300,
317,363,P00207_N,P002,2,7,N,317,C1,Yr1,525019.1,2859775.1,11/23/2009,Ridge,,31,,,31,253,222,300,
318,364,P00208_C,P002,2,8,C,318,C1,Yr1,524890.5,2859820.3,11/23/2009,Ridge/Slough,,45,,,45,253,208,100,
319,365,P00208_E,P002,2,8,E,319,C1,Yr1,524911.1,2859824.3,11/24/2009,Slough,,50,,,50,253,203,,
320,366,P00208_N,P002,2,8,N,320,C1,Yr1,524889.5,2859825.2,11/23/2009,Slough,,48,,,48,253,205,,
321,367,P00209_C,P002,2,9,C,321,C1,Yr1,524880.4,2859306.4,11/24/2009,Ridge,,36,,,36,253,217,100,
322,368,P00209_E,P002,2,9,E,322,C1,Yr1,524904,2859311,11/24/2009,Slough,,58,,,58,253,195,,
323,369,P00209_N,P002,2,9,N,323,C1,Yr1,524877.7,2859320.2,11/24/2009,Ridge,,47,,,47,253,206,300,
324,370,P00226_C,P002,2,26,C,324,C1,Yr1,524746.4,2860778,11/24/2009,Ridge,,41,,,41,254,213,200,
325,371,P00226_E,P002,2,26,E,325,C1,Yr1,524780.7,2860784.6,11/24/2009,Ridge,,59,,,59,254,195,200,
326,372,P00226_N,P002,2,26,N,326,C1,Yr1,524744.8,2860785.8,11/24/2009,Ridge,,57,,,57,254,197,200,
327,373,P00227_C,P002,2,27,C,327,C1,Yr1,524712.5,2860689.3,11/24/2009,Slough,,61,,,61,254,193,,
328,374,P00227_E,P002,2,27,E,328,C1,Yr1,524738,2860694.3,11/24/2009,Slough,,46,,,46,254,208,,
329,375,P00227_N,P002,2,27,N,329,C1,Yr1,524709.6,2860704,11/24/2009,Slough,,60,,,60,254,194,,
330,376,P00228_C,P002,2,28,C,330,C1,Yr1,524621.2,2860721.2,11/24/2009,Slough,,58,,,58,254,196,,
331,377,P00228_E,P002,2,28,E,331,C1,Yr1,524638.9,2860724.7,11/24/2009,Slough,,64,,,64,254,190,,
332,378,P00228_N,P002,2,28,N,332,C1,Yr1,524619,2860733,11/24/2009,Slough,,59,,,59,254,195,,
333,379,P00229_C,P002,2,29,C,333,C1,Yr1,524641.4,2860652.6,11/9/2009,Ridge/Slough,,45,,,45,256,211,100,
334,380,P00229_E,P002,2,29,E,334,C1,Yr1,524659.1,2860656.1,11/9/2009,Slough,,60,,,60,256,196,,
335,381,P00229_N,P002,2,29,N,335,C1,Yr1,524638.9,2860665.4,11/9/2009,Ridge/Slough,,43,,,43,256,213,100,
336,382,P00231_C,P002,2,31,C,336,C1,Yr1,525691.9,2860918.2,11/9/2009,Slough,,54,,,54,256,202,,
337,383,P00231_E,P002,2,31,E,337,C1,Yr1,525722.3,2860924.1,11/9/2009,Slough,,55,,,55,256,201,,
338,384,P00231_N,P002,2,31,N,338,C1,Yr1,525689.6,2860930,11/9/2009,Ridge,,31,,,31,256,225,300,
339,385,P00232_C,P002,2,32,C,339,C1,Yr1,525752.3,2860802,11/24/2009,Slough,,67,,,67,254,187,,
340,386,P00232_E,P002,2,32,E,340,C1,Yr1,525782.7,2860808,11/24/2009,Slough,,44,,,44,254,210,,
341,387,P00232_N,P002,2,32,N,341,C1,Yr1,525746.5,2860831.5,11/24/2009,Slough,,60,,,60,254,194,,
342,388,P00233_C,P002,2,33,C,342,C1,Yr1,525581.9,2860839.4,11/24/2009,Slough,,52,,,52,254,202,,
343,389,P00233_E,P002,2,33,E,343,C1,Yr1,525597.6,2860842.4,11/24/2009,Slough,,43,,,43,254,211,100,
344,390,P00233_N,P002,2,33,N,344,C1,Yr1,525576.5,2860866.8,11/24/2009,Slough,,46,,,46,254,208,,
345,391,P00234_C,P002,2,34,C,345,C1,Yr1,525635.2,2860732,11/24/2009,Slough,,56,,,56,254,198,,
346,392,P00234_E,P002,2,34,E,346,C1,Yr1,525651.9,2860735.3,11/24/2009,Slough,,62,,,62,254,192,,
347,393,P00234_N,P002,2,34,N,347,C1,Yr1,525631.4,2860751.7,11/24/2009,Slough,,62,,,62,254,192,,
348,394,P00235_C,P002,2,35,C,348,C1,Yr1,525754.2,2860856.3,11/24/2009,Ridge,,53,,,53,254,201,200,
349,395,P00235_E,P002,2,35,E,349,C1,Yr1,525784.6,2860862.2,11/24/2009,Slough,,38,,,38,254,216,100,
350,396,P00235_N,P002,2,35,N,350,C1,Yr1,525753,2860862.2,11/24/2009,Ridge,,59,,,59,254,195,200,
351,397,P00236_C,P002,2,36,C,351,C1,Yr1,525245.3,2860814.3,11/24/2009,Ridge/Slough,,53,,,53,254,201,200,
352,398,P00236_E,P002,2,36,E,352,C1,Yr1,525263.9,2860818,11/24/2009,Ridge,,57,,,57,254,197,200,
353,399,P00236_N,P002,2,36,N,353,C1,Yr1,525241.4,2860834,11/24/2009,Slough,,54,,,54,254,200,,
354,400,P00237_C,P002,2,37,C,354,C1,Yr1,525985.9,2860691.8,11/24/2009,Slough,,42,,,42,254,212,200,
355,401,P00237_E,P002,2,37,E,355,C1,Yr1,526011.5,2860696.7,11/24/2009,Ridge,,48,,,48,253,205,300,
356,402,P00237_N,P002,2,37,N,356,C1,Yr1,525983.6,2860703.5,11/24/2009,Ridge,,53,,,53,254,201,300,
357,403,P00239_C,P002,2,39,C,357,C1,Yr1,525970.9,2860685.1,11/24/2009,Slough,,67,,,67,254,187,,
358,404,P00239_E,P002,2,39,E,358,C1,Yr1,525982.7,2860687.4,11/24/2009,Slough,,60,,,60,254,194,,
359,405,P00239_N,P002,2,39,N,359,C1,Yr1,525969.6,2860692,11/24/2009,Slough,,62,,,62,254,192,,
360,406,P00241_C,P002,2,41,C,360,C1,Yr1,524398.2,2861587.9,11/24/2009,Slough,,60,,,60,254,194,,
361,407,P00241_E,P002,2,41,E,361,C1,Yr1,524407,2861589.7,11/24/2009,Slough,,64,,,64,254,190,,
362,408,P00241_N,P002,2,41,N,362,C1,Yr1,524392.7,2861616.4,11/24/2009,Slough,,57,,,57,255,198,,
363,409,P00242_C,P002,2,42,C,363,C1,Yr1,524418.5,2861429.6,11/24/2009,Slough,,59,,,59,254,195,,
364,410,P00242_E,P002,2,42,E,364,C1,Yr1,524429.3,2861431.7,11/24/2009,Slough,,51,,,51,254,203,,
365,411,P00242_N,P002,2,42,N,365,C1,Yr1,524417.6,2861434.5,11/24/2009,Slough,,59,,,59,254,195,,
366,412,P00243_C,P002,2,43,C,366,C1,Yr1,524246,2861521.2,11/24/2009,Slough,,52,,,52,254,202,100,
367,413,P00243_E,P002,2,43,E,367,C1,Yr1,524259.8,2861523.9,11/24/2009,Slough,,57,,,57,254,197,,
368,414,P00243_N,P002,2,43,N,368,C1,Yr1,524239.7,2861553.6,11/24/2009,Slough,,58,,,58,254,196,,
369,415,P00244_C,P002,2,44,C,369,C1,Yr1,524268.3,2861432.7,11/24/2009,Ridge,,42,,,42,254,212,200,
370,416,P00244_E,P002,2,44,E,370,C1,Yr1,524281,2861435.1,11/24/2009,Ridge,,56,,,56,254,198,200,
371,417,P00244_N,P002,2,44,N,371,C1,Yr1,524265.2,2861448.4,11/24/2009,Ridge,,48,,,48,254,206,200,
372,418,P00245_C,P002,2,45,C,372,C1,Yr1,524358.2,2861535.8,11/24/2009,Ridge,,33,,,33,254,221,200,
373,419,P00245_E,P002,2,45,E,373,C1,Yr1,524368,2861537.7,11/24/2009,Slough,,43,,,43,254,211,,
374,420,P00245_N,P002,2,45,N,374,C1,Yr1,524353.3,2861561.3,11/24/2009,Ridge,,35,,,35,254,219,,
375,421,P00246_C,P002,2,46,C,375,C1,Yr1,524630.8,2861526.4,11/24/2009,Ridge,,24,,,24,254,230,300,
376,422,P00246_E,P002,2,46,E,376,C1,Yr1,524640.6,2861528.3,11/24/2009,Ridge,,27,,,27,254,227,300,
377,423,P00246_N,P002,2,46,N,377,C1,Yr1,524625,2861555.8,11/24/2009,Ridge,,20,,,20,254,234,300,
378,424,P00247_C,P002,2,47,C,378,C1,Yr1,524651.8,2861540.8,11/24/2009,Ridge,,29,,,29,254,225,300,
379,425,P00247_E,P002,2,47,E,379,C1,Yr1,524686.1,2861547.5,11/24/2009,Slough,,51,,,51,254,203,,
380,426,P00247_N,P002,2,47,N,380,C1,Yr1,524648,2861560.4,11/24/2009,Ridge,,28,,,28,254,226,300,
381,427,P00248_C,P002,2,48,C,381,C1,Yr1,524536.4,2861596,11/24/2009,Slough,,30,,,30,254,224,,
382,428,P00248_E,P002,2,48,E,382,C1,Yr1,524546.3,2861597.9,11/24/2009,Slough,,32,,,32,254,222,100,
383,429,P00248_N,P002,2,48,N,383,C1,Yr1,524534.7,2861604.8,11/24/2009,Ridge,,32,,,32,254,222,200,
384,430,P00249_C,P002,2,49,C,384,C1,Yr1,524522.8,2861414.3,11/24/2009,Slough,,53,,,53,254,201,,
385,431,P00249_E,P002,2,49,E,385,C1,Yr1,524542.4,2861418.1,11/24/2009,Slough,,59,,,59,254,195,,
386,432,P00249_N,P002,2,49,N,386,C1,Yr1,524517.8,2861439.8,11/24/2009,Slough,,58,,,58,254,196,,
387,433,P00251_C,P002,2,51,C,387,C1,Yr1,525371.9,2862143.5,11/23/2009,Slough,,54,,,54,255,201,,
388,434,P00251_E,P002,2,51,E,388,C1,Yr1,525395.5,2862148.1,11/23/2009,Slough,,47,,,47,255,208,200,
389,435,P00251_N,P002,2,51,N,389,C1,Yr1,525369.1,2862158.2,11/23/2009,Ridge,,47,,,47,255,208,200,
390,436,P00252_C,P002,2,52,C,390,C1,Yr1,525329.2,2861970.7,11/23/2009,Slough,,53,,,53,254,201,100,
391,437,P00252_E,P002,2,52,E,391,C1,Yr1,525350.8,2861974.9,11/23/2009,Ridge,,48,,,48,254,206,200,
392,438,P00252_N,P002,2,52,N,392,C1,Yr1,525326,2861987.4,11/23/2009,Slough,,63,,,63,254,191,,
393,439,P00253_C,P002,2,53,C,393,C1,Yr1,525182.8,2862064.5,11/23/2009,Slough,,68,,,68,255,187,,
394,440,P00253_E,P002,2,53,E,394,C1,Yr1,525197.5,2862067.4,11/23/2009,Slough,,50,,,50,255,205,100,
395,441,P00253_N,P002,2,53,N,395,C1,Yr1,525179.7,2862080.2,11/23/2009,Slough,,67,,,67,255,188,,
396,442,P00254_C,P002,2,54,C,396,C1,Yr1,525260,2862031.4,11/23/2009,Slough,,63,,,63,255,192,,
397,443,P00254_E,P002,2,54,E,397,C1,Yr1,525269.8,2862033.3,11/23/2009,Slough,,60,,,60,255,195,,
398,444,P00254_N,P002,2,54,N,398,C1,Yr1,525253.7,2862063.8,11/23/2009,Slough,,68,,,68,255,187,,
399,445,P00255_C,P002,2,55,C,399,C1,Yr1,525344.9,2862165.6,11/23/2009,Ridge,,42,,,42,255,213,200,
400,446,P00255_E,P002,2,55,E,400,C1,Yr1,525364.5,2862169.4,11/23/2009,Slough,,52,,,52,255,203,,
401,447,P00255_N,P002,2,55,N,401,C1,Yr1,525338.4,2862199,11/23/2009,Ridge,,51,,,51,255,204,200,
402,448,P00261_C,P002,2,61,C,402,C1,Yr1,524234.8,2862179,11/23/2009,Slough,,59,,,59,255,196,,
403,449,P00261_E,P002,2,61,E,403,C1,Yr1,524268.2,2862185.5,11/23/2009,Slough,,52,,,52,255,203,,
404,450,P00261_N,P002,2,61,N,404,C1,Yr1,524233.5,2862185.9,11/23/2009,Slough,,62,,,62,255,193,,
405,451,P00262_C,P002,2,62,C,405,C1,Yr1,524195.9,2862094.8,11/23/2009,Ridge,,39,,,39,255,216,100,
406,452,P00262_E,P002,2,62,E,406,C1,Yr1,524222.4,2862099.9,11/23/2009,Slough,,55,,,55,255,200,,
407,453,P00262_N,P002,2,62,N,407,C1,Yr1,524193.6,2862106.6,11/23/2009,Slough/Wet Prairie,,49,,,49,255,206,,
408,454,P00263_C,P002,2,63,C,408,C1,Yr1,524060.5,2862159.9,11/23/2009,Slough,,48,,,48,255,207,100,
409,455,P00263_E,P002,2,63,E,409,C1,Yr1,524071.3,2862162,11/23/2009,Slough,,56,,,56,255,199,,
410,456,P00263_N,P002,2,63,N,410,C1,Yr1,524057.5,2862175.6,11/23/2009,Slough,,52,,,52,255,203,,
411,457,P00264_C,P002,2,64,C,411,C1,Yr1,524140.9,2862030.4,11/23/2009,Slough,,48,,,48,255,207,,
412,458,P00264_E,P002,2,64,E,412,C1,Yr1,524170.4,2862036.2,11/23/2009,Ridge,,46,,,46,255,209,200,
413,459,P00264_N,P002,2,64,N,413,C1,Yr1,524138.1,2862045.2,11/23/2009,Ridge,,51,,,51,255,204,100,
414,460,P00265_C,P002,2,65,C,414,C1,Yr1,524135.7,2862161.1,11/23/2009,Slough,,57,,,57,255,198,,
415,461,P00265_E,P002,2,65,E,415,C1,Yr1,524157.3,2862165.3,11/23/2009,Slough,,55,,,55,255,200,,
416,462,P00265_N,P002,2,65,N,416,C1,Yr1,524129.4,2862193.5,11/23/2009,Ridge/Slough,,46,,,46,255,209,100,
417,463,P00266_C,P002,2,66,C,417,C1,Yr1,524423.7,2862438.5,11/23/2009,Ridge/Tree Island,,45,,,45,255,210,,
